rainfall_mm,river_level_m,drainage_capacity,soil_saturation,upstream_flow,elevation,slope,distance_river_km,past_rain_3day,past_rain_7day,humidity,month,flood
29.41,6.57,0.146,0.204,2824.1,323.2,3.24,1.602,113.62,499.99,80.3,3,0
26.41,6.45,0.403,0.613,2027.6,458.3,5.88,2.097,70.78,171.96,87.6,5,0
45.96,7.15,0.778,0.612,2454.9,30.1,12.41,0.1,166.14,841.58,88.8,1,0
45.62,9.12,0.365,0.714,1782.3,84.6,2.23,6.487,101.25,508.6,75.3,10,0
40.11,11.59,0.787,0.177,1403.9,207.8,6.52,1.654,123.13,388.79,90.7,11,0
55.29,1.35,0.771,0.664,3377.1,186.9,13.99,1.657,182.07,501.37,89.6,7,0
81.67,1.11,0.321,0.353,3894.9,209.6,7.56,5.749,240.51,1264.08,95.8,8,0
73.23,11.28,0.756,0.556,4371.0,104.0,10.88,5.3,160.58,532.85,96.1,7,1
11.97,6.59,0.773,0.796,785.1,75.6,12.4,0.498,37.3,201.02,76.5,8,0
49.39,7.57,0.458,0.735,4116.0,255.1,3.06,5.35,193.85,421.55,51.6,9,1
72.7,6.05,0.289,0.207,1281.5,464.1,3.27,2.668,354.58,1417.3,51.0,4,0
7.84,1.58,0.569,0.632,2142.4,196.6,11.38,0.1,33.43,90.87,96.9,3,0
32.13,9.33,0.929,0.972,4508.2,22.6,11.3,0.548,66.36,311.11,66.9,7,0
0.95,9.09,0.676,0.241,2278.0,353.4,0.9,1.065,2.34,14.02,68.9,12,0
23.07,4.08,0.256,0.868,993.3,146.3,4.84,1.748,40.97,149.54,73.5,9,0
58.95,4.02,0.714,0.732,807.7,123.3,5.98,2.417,116.42,279.54,63.3,12,0
66.57,10.14,0.484,0.797,2370.2,162.8,12.44,0.472,158.26,517.63,79.5,9,1
19.82,1.33,0.632,0.354,3815.7,362.2,6.33,3.624,43.58,242.54,89.2,12,0
50.69,10.63,0.761,0.359,4986.1,409.6,13.89,3.738,113.93,576.84,62.9,8,0
20.88,3.45,0.563,0.915,3939.2,294.4,14.95,2.016,48.19,141.14,87.2,3,0
53.71,7.32,0.833,0.424,4386.3,161.9,11.71,5.079,137.1,797.13,83.6,6,0
11.76,11.26,0.75,0.157,3741.7,155.9,10.0,3.353,22.81,102.4,76.3,2,0
46.42,8.3,0.654,0.641,4478.2,63.0,5.88,0.501,114.76,306.67,66.3,6,1
39.46,5.27,0.236,0.212,390.7,466.7,1.01,3.206,154.28,661.76,93.6,5,0
60.28,8.43,0.852,0.817,4650.4,319.4,8.6,6.124,140.28,533.8,70.1,4,0
44.19,4.46,0.942,0.678,1988.1,14.5,5.43,0.296,92.85,490.15,68.7,3,0
5.94,3.69,0.223,0.887,4608.9,331.5,5.26,7.698,10.32,34.85,82.1,8,0
81.88,11.96,0.539,0.806,387.9,224.1,10.32,0.1,266.1,1463.54,96.0,10,1
34.45,9.13,0.333,0.201,3579.1,486.3,6.95,1.477,153.2,803.99,75.4,6,0
39.04,7.91,0.779,0.443,3681.1,409.7,11.28,2.973,66.63,313.06,86.1,9,0
7.34,4.59,0.749,0.797,4984.6,86.5,5.97,3.125,24.93,75.64,72.8,3,0
24.49,1.07,0.227,0.476,3846.6,360.3,2.26,2.654,92.48,543.93,60.9,5,0
9.03,0.86,0.889,0.975,1919.0,243.3,6.92,1.507,32.28,135.39,56.2,4,0
33.95,6.87,0.263,0.762,2790.7,94.3,14.27,2.105,155.19,873.75,56.8,6,1
99.91,9.26,0.818,0.114,1839.1,349.7,12.02,2.407,452.83,1296.41,51.1,2,0
8.02,6.68,0.511,0.892,988.1,274.1,3.09,1.365,13.63,80.89,77.6,6,0
16.47,10.17,0.395,0.191,1250.0,16.2,5.87,1.811,45.52,239.65,56.6,3,0
91.49,0.88,0.242,0.226,1117.8,323.6,13.92,3.746,352.05,2040.79,93.3,8,0
32.67,4.72,0.251,0.761,2748.6,317.9,1.86,0.75,157.93,450.02,99.1,10,0
16.58,3.23,0.696,0.878,4531.7,72.9,3.81,1.481,71.58,266.45,74.8,10,0
76.4,5.64,0.595,0.583,4564.5,175.1,3.93,0.1,161.81,386.82,72.5,11,0
18.8,1.33,0.21,0.36,283.3,293.4,8.56,2.326,46.58,118.68,67.4,6,0
103.91,11.47,0.201,0.416,408.7,70.3,6.16,0.435,433.57,1359.62,81.9,12,1
63.73,3.07,0.165,0.409,1233.1,426.5,1.2,1.312,200.75,1165.66,80.4,8,0
22.92,11.11,0.769,0.394,1282.7,14.7,9.44,0.472,78.3,365.54,67.2,7,0
115.51,5.4,0.741,0.319,483.5,52.3,1.49,0.1,419.45,1366.79,67.2,6,0
18.8,11.83,0.153,0.648,1948.4,58.9,9.1,1.32,35.0,203.62,82.2,9,1
65.97,6.87,0.604,0.91,2942.7,264.5,7.61,1.106,296.61,1470.85,77.7,11,1
50.48,11.2,0.176,0.376,2895.0,310.4,7.41,1.107,228.2,1284.27,85.9,9,1
85.56,0.56,0.913,0.268,2721.7,202.5,1.01,0.468,268.56,1533.19,97.1,10,0
94.65,9.1,0.916,0.855,1700.0,145.0,9.59,5.883,349.64,1749.3,89.0,10,1
41.12,10.89,0.728,0.768,3535.2,404.8,6.47,0.1,156.65,465.66,65.2,4,0
13.63,2.11,0.934,0.938,4134.2,35.1,6.17,4.443,29.5,176.58,88.0,8,0
56.1,1.61,0.83,0.249,1737.9,140.9,8.95,2.67,106.25,350.68,72.5,3,0
16.28,5.38,0.846,0.23,436.8,20.5,9.09,0.378,25.6,119.97,88.9,11,0
110.47,11.24,0.613,0.587,1488.7,7.9,0.23,1.278,518.66,2790.0,94.3,5,1
44.78,6.74,0.375,0.653,695.5,177.3,1.88,8.993,121.35,327.72,62.5,12,0
27.21,6.57,0.296,0.532,2342.1,98.2,3.55,2.064,49.0,217.35,61.9,3,0
46.46,2.12,0.394,0.639,788.1,134.9,10.17,0.273,145.45,509.16,71.6,10,0
7.15,0.51,0.666,0.262,2319.6,410.7,8.65,1.224,12.62,37.56,52.6,4,0
5.99,9.82,0.255,0.532,1112.8,82.3,11.36,1.263,10.78,22.06,84.3,5,0
82.01,1.51,0.333,0.692,3696.3,390.3,11.11,3.242,263.36,1445.27,87.5,8,0
17.01,7.79,0.521,0.489,147.6,337.9,12.8,4.958,55.8,141.94,67.3,10,0
3.36,11.02,0.31,0.712,2778.2,163.9,5.65,0.172,11.86,65.35,73.3,8,1
58.78,2.9,0.63,0.506,855.7,273.7,5.18,0.754,223.2,982.71,79.5,3,0
81.5,8.15,0.931,0.4,14.9,222.8,12.47,0.709,312.87,1402.99,53.7,8,0
65.16,1.41,0.773,0.373,4347.3,65.1,3.56,11.067,196.5,1044.32,85.6,10,0
74.86,7.44,0.7,0.47,3360.9,453.7,6.92,1.638,280.91,1134.24,76.3,4,0
13.51,2.39,0.624,0.121,503.7,285.2,2.91,4.238,34.68,118.92,81.2,11,0
9.76,8.96,0.539,0.702,3323.7,440.2,13.71,1.11,29.73,75.96,86.2,2,0
92.55,3.96,0.268,0.861,3062.1,412.1,6.12,2.565,266.22,1139.88,83.8,3,0
28.71,5.83,0.905,0.419,2372.0,40.8,3.19,0.675,76.13,320.69,54.8,8,0
31.22,7.39,0.324,0.141,2102.1,104.4,10.38,4.856,72.9,231.5,89.1,12,0
86.49,2.47,0.182,0.988,4436.5,73.5,3.67,1.214,153.48,675.35,80.5,5,0
59.47,9.03,0.775,0.337,1233.3,415.6,14.15,3.256,194.5,730.83,85.7,2,0
55.96,3.98,0.258,0.214,1997.6,431.4,5.51,0.591,189.16,987.82,63.1,7,0
115.78,8.12,0.435,0.433,1652.3,264.5,9.97,2.366,309.88,1313.24,61.1,5,1
17.48,2.32,0.125,0.765,3858.3,53.0,5.18,1.039,85.91,492.65,91.3,6,0
72.47,8.41,0.223,0.365,4583.2,68.7,12.11,0.1,249.99,1017.94,69.5,2,1
42.0,1.97,0.256,0.617,4250.4,407.0,13.45,1.065,193.66,1074.83,78.8,11,0
49.4,5.39,0.149,0.474,3990.5,464.7,11.82,1.597,172.67,704.86,77.6,7,0
93.5,3.34,0.691,0.206,4934.1,100.5,12.73,0.329,202.39,856.55,79.3,1,0
57.77,9.11,0.853,0.397,3488.8,6.6,1.53,0.406,283.74,983.79,53.5,10,0
58.84,3.51,0.436,0.752,3757.8,166.1,13.86,1.25,270.59,974.3,65.1,10,0
77.54,10.64,0.887,0.651,4914.2,16.2,9.36,0.839,244.2,1399.86,53.3,5,1
27.23,10.76,0.292,0.208,44.9,414.2,13.04,1.162,64.0,185.17,74.0,9,0
10.63,2.76,0.393,0.247,3173.9,246.3,10.27,1.235,24.22,60.22,95.1,7,0
3.43,7.56,0.236,0.677,3697.5,321.3,3.03,0.302,14.83,78.9,69.5,9,0
28.82,1.51,0.659,0.832,4590.0,206.3,9.14,0.4,50.21,216.27,89.1,9,0
111.97,5.0,0.478,0.415,4420.4,173.4,1.36,3.77,418.0,1311.92,64.4,1,1
1.39,8.7,0.652,0.636,4211.4,111.9,10.44,0.355,5.19,19.36,92.8,8,0
32.26,8.08,0.786,0.254,4729.5,385.5,6.14,2.193,68.98,282.8,71.0,12,0
30.31,7.68,0.591,0.38,2691.5,348.1,2.28,1.084,120.25,525.33,67.8,7,0
50.76,3.75,0.665,0.118,44.5,181.0,14.69,6.899,201.46,1064.55,84.9,11,0
68.55,4.85,0.942,0.791,65.2,161.2,13.52,0.137,186.81,668.29,75.6,2,0
70.12,1.68,0.369,0.461,2727.7,1.6,13.4,3.548,223.8,1053.2,66.9,3,0
19.59,8.77,0.423,0.835,2182.0,32.7,11.83,1.352,86.49,461.79,52.9,6,0
34.15,6.29,0.746,0.738,2261.7,312.0,10.38,0.1,113.76,611.46,58.3,11,0
49.89,8.65,0.65,0.846,2008.0,257.8,9.83,0.612,182.78,551.43,88.6,11,0
31.3,3.36,0.261,0.357,4589.5,218.0,1.59,1.047,92.16,313.4,96.0,3,0
96.26,4.23,0.439,0.267,1802.3,413.9,13.51,0.754,194.79,853.09,58.4,8,0
57.18,4.34,0.521,0.975,4282.6,252.4,13.22,0.9,285.53,1582.74,78.5,4,0
65.72,0.8,0.477,0.746,4515.3,192.9,11.22,4.97,220.85,1139.96,51.7,7,0
63.2,4.42,0.26,0.851,2502.5,81.5,13.91,0.895,169.22,733.73,64.5,4,1
81.07,9.74,0.932,0.112,2240.2,410.5,8.3,1.085,324.14,1923.78,72.4,2,0
46.34,10.82,0.786,0.419,3807.5,288.5,6.71,2.864,170.19,639.21,86.8,7,1
5.39,6.46,0.533,0.769,3542.8,47.1,14.52,3.158,12.48,67.0,52.2,8,1
53.99,5.74,0.712,0.17,1649.4,324.8,6.96,0.176,246.69,1300.96,89.1,1,0
17.2,0.85,0.908,0.611,521.7,213.1,9.62,2.435,30.07,169.37,60.1,5,0
21.5,10.61,0.223,0.486,1331.6,405.9,5.6,1.318,77.82,463.1,88.0,10,0
60.52,0.65,0.325,0.116,663.8,459.5,9.54,0.287,192.02,764.75,81.3,8,0
83.34,11.36,0.588,0.312,1480.7,300.6,10.8,0.615,217.83,606.1,67.0,1,0
40.74,6.13,0.819,0.356,1316.5,366.1,9.37,0.1,178.96,687.86,86.2,12,0
50.81,4.43,0.133,0.201,3192.2,29.2,7.72,0.893,192.92,1044.77,61.8,3,0
99.58,11.13,0.986,0.668,4772.9,280.6,4.5,0.59,414.07,2212.96,61.0,2,1
48.43,0.78,0.509,0.318,3431.9,377.9,9.66,0.963,142.92,477.91,53.1,3,0
131.06,7.19,0.423,0.35,4634.0,248.9,13.63,1.737,628.87,1376.74,69.7,3,1
59.79,6.81,0.363,0.908,3922.8,297.2,0.1,2.636,161.83,653.7,54.9,3,1
21.63,3.02,0.257,0.52,3642.1,449.6,2.01,1.86,72.64,283.02,71.0,1,0
66.37,5.43,0.812,0.453,2076.2,99.9,1.8,2.269,316.42,741.4,50.5,3,0
53.34,8.0,0.96,0.751,1630.7,50.0,13.85,4.014,95.54,494.86,57.8,2,0
85.14,8.86,0.472,0.919,4232.9,345.6,9.94,4.14,160.14,501.93,96.6,9,1
63.56,0.51,0.957,0.123,4527.9,411.6,14.28,3.943,316.51,1450.59,89.8,10,0
35.15,11.27,0.841,0.503,2264.9,425.4,8.74,0.333,172.25,414.43,61.8,8,0
2.85,2.39,0.533,0.65,55.2,321.2,6.93,0.578,11.97,65.18,85.9,6,0
32.68,3.19,0.707,0.387,3964.7,416.8,11.89,1.396,104.41,517.59,83.4,7,0
10.23,3.53,0.491,0.795,1432.5,350.6,2.41,0.889,33.47,118.94,58.8,1,0
19.68,0.93,0.603,0.974,59.3,44.6,5.72,0.282,47.24,213.43,68.6,7,0
60.6,1.92,0.152,0.949,4026.9,381.3,6.99,0.679,182.68,502.34,95.7,8,0
98.45,11.84,0.727,0.339,2591.9,90.5,4.48,7.412,296.3,1760.51,86.9,8,1
53.81,4.12,0.148,0.304,3429.2,119.1,5.57,0.852,87.52,453.73,88.0,6,0
1.86,1.83,0.835,0.962,4574.3,197.9,1.17,1.086,5.73,29.53,78.2,7,0
55.56,1.73,0.842,0.513,2710.5,158.0,2.97,0.1,176.64,461.66,83.3,11,0
81.88,8.77,0.313,0.287,2520.9,161.5,5.03,2.542,313.63,649.5,75.4,2,1
18.66,10.33,0.391,0.736,1460.4,85.5,11.94,1.067,61.71,267.92,87.0,4,1
35.31,3.45,0.533,0.356,1532.9,147.6,2.74,0.218,159.45,410.83,86.6,8,0
40.51,0.74,0.637,0.341,3984.7,10.8,5.2,6.919,112.89,578.2,51.6,11,0
12.53,3.07,0.359,0.891,2250.7,237.0,0.97,3.005,36.76,134.7,81.6,4,0
62.69,1.15,0.633,0.246,826.0,384.5,8.36,2.59,219.43,736.04,81.5,8,0
35.77,1.69,0.368,0.158,481.7,431.3,9.17,6.334,79.03,181.34,53.4,10,0
54.68,5.46,0.15,0.342,2369.9,410.4,12.98,1.047,157.34,941.55,70.5,12,0
8.94,3.14,0.102,0.646,2330.1,208.8,12.29,2.535,34.87,203.09,94.9,4,0
24.69,6.43,0.191,0.211,3270.8,365.5,4.28,0.462,72.62,183.46,97.7,9,0
65.28,3.42,0.813,0.524,2360.6,144.7,2.05,2.389,305.08,1016.29,89.1,1,0
26.95,11.32,0.965,0.665,725.9,28.7,2.34,0.1,98.47,350.85,57.6,6,1
100.44,10.92,0.484,0.864,2543.9,338.3,14.53,0.27,204.72,652.49,68.7,1,1
26.01,7.02,0.561,0.307,4534.9,324.7,10.1,1.108,83.4,478.53,59.1,12,0
47.86,4.58,0.232,0.836,805.6,401.0,0.64,0.1,199.91,976.66,82.6,6,0
72.64,4.88,0.596,0.311,3451.9,308.4,2.05,1.24,272.53,1587.1,88.7,4,0
9.64,5.24,0.23,0.709,2973.4,79.3,7.29,1.48,44.34,243.79,94.2,8,0
21.63,8.87,0.65,0.488,3745.4,426.7,3.12,1.944,89.22,447.7,93.0,8,0
13.4,5.69,0.94,0.203,761.5,314.0,12.05,0.212,22.99,110.05,55.0,9,0
84.19,10.35,0.276,0.743,4708.6,404.0,8.6,0.399,159.44,871.28,56.3,7,1
20.68,11.36,0.788,0.296,3108.6,387.3,9.19,1.9,78.07,369.77,95.5,11,0
129.54,4.36,0.121,0.259,4236.9,149.6,6.94,2.147,302.39,833.06,92.2,8,1
20.25,6.95,0.438,0.422,1240.6,38.2,3.84,0.1,72.04,330.86,73.0,11,0
46.46,1.59,0.2,0.688,3699.7,89.1,8.84,1.555,198.51,805.95,71.5,3,0
93.97,2.81,0.417,0.311,3907.3,47.3,10.75,3.074,330.72,1960.36,77.6,10,0
110.21,5.25,0.256,0.265,1993.2,122.5,5.56,0.143,325.59,1315.35,79.8,4,1
112.15,2.87,0.436,0.109,1925.9,230.3,7.57,1.066,421.91,908.72,62.7,4,0
82.29,10.58,0.476,0.524,3292.4,453.5,12.6,0.791,164.81,503.77,70.2,6,1
75.84,2.32,0.371,0.486,476.1,436.1,2.23,4.899,305.74,1733.39,81.0,7,0
60.74,5.74,0.691,0.31,3680.8,359.6,8.18,0.411,239.28,1399.68,60.3,9,0
67.24,7.47,0.927,0.148,224.0,13.0,5.23,0.767,221.93,1090.55,99.9,10,0
20.71,8.46,0.461,0.486,961.0,171.4,10.54,4.574,51.27,114.2,64.1,6,0
11.36,4.91,0.273,0.809,3324.1,341.5,0.28,0.803,48.76,102.12,77.6,2,0
39.88,10.49,0.344,0.744,500.6,65.4,10.06,1.516,131.09,513.66,77.7,10,0
34.04,7.04,0.869,0.875,4859.5,400.7,1.54,0.1,58.12,348.62,72.6,10,0
24.14,5.55,0.614,0.109,4343.3,457.4,0.97,8.386,113.81,623.36,62.1,7,0
64.37,1.27,0.51,0.97,3135.2,177.7,10.87,3.485,269.53,1545.08,78.3,10,0
73.44,5.84,0.235,0.407,4097.1,353.2,9.61,2.012,260.46,1170.56,54.6,9,1
43.09,9.94,0.505,0.991,4439.0,75.0,13.42,0.125,130.53,709.61,69.3,8,1
91.71,7.57,0.351,0.327,1304.8,345.7,7.79,0.156,445.7,1461.34,61.2,4,0
0.04,10.07,0.949,0.524,4248.6,11.7,7.95,1.575,0.17,0.36,56.2,2,0
33.22,6.18,0.896,0.419,982.0,76.2,10.61,0.671,112.04,635.6,96.3,8,0
14.91,1.86,0.176,0.42,2072.6,355.2,4.85,1.95,56.45,162.23,85.0,6,0
25.33,0.66,0.565,0.858,2795.7,356.2,0.55,1.824,62.88,309.0,58.4,12,0
37.11,3.99,0.303,0.772,3572.3,320.9,3.45,3.648,81.08,375.86,97.5,8,0
35.74,8.53,0.47,0.993,160.4,239.2,3.57,0.661,87.8,231.14,60.8,11,0
92.97,9.59,0.889,0.652,1459.6,337.8,5.03,1.725,234.84,653.59,61.8,9,1
62.08,3.9,0.575,0.517,3046.5,387.1,14.15,3.004,253.84,841.82,56.7,3,0
4.15,6.2,0.401,0.181,1793.3,483.3,12.07,1.35,8.27,41.56,86.4,8,0
104.89,5.34,0.287,0.997,3877.4,444.4,14.04,3.552,442.81,955.14,78.5,10,1
82.74,5.22,0.82,0.596,3261.7,397.5,14.98,0.281,275.67,1000.2,52.9,8,0
60.37,3.16,0.662,0.73,1179.7,347.7,6.51,2.648,171.82,800.77,51.3,5,0
32.07,2.07,0.521,0.466,738.2,287.5,3.41,5.729,81.83,219.79,76.6,6,0
6.42,2.76,0.296,0.593,3148.9,61.2,8.4,0.807,21.16,52.43,82.6,5,0
26.97,1.14,0.401,0.948,2257.8,83.6,13.22,0.912,70.43,250.81,91.1,6,0
78.11,2.78,0.964,0.25,853.1,410.3,6.99,0.174,234.56,737.98,73.9,1,0
105.96,0.61,0.568,0.363,1638.6,401.9,7.58,2.052,433.01,1990.29,83.8,10,0
94.01,7.71,0.461,0.237,1522.2,307.6,2.02,1.608,347.0,2039.78,86.7,10,0
22.89,4.14,0.569,0.813,549.6,220.0,6.31,0.1,94.26,190.21,80.7,10,0
0.81,11.69,0.801,0.156,2739.1,14.0,5.8,2.79,3.25,18.23,67.6,2,0
44.93,2.73,0.406,0.173,3820.6,164.3,5.28,3.536,195.57,730.06,56.6,8,0
21.9,4.48,0.261,0.369,2881.6,210.9,13.31,4.753,48.3,224.88,82.4,1,0
51.31,4.62,0.626,0.563,4133.2,243.4,0.89,1.578,255.68,1381.71,88.4,9,1
34.83,0.6,0.699,0.466,646.6,464.7,14.58,1.205,110.26,473.42,59.5,7,0
23.69,10.15,0.741,0.14,2183.7,55.2,0.12,4.177,95.08,227.17,74.7,1,0
15.81,0.87,0.894,0.962,3051.0,259.9,14.18,1.017,61.24,156.91,69.9,5,0
57.98,11.31,0.434,0.958,3383.2,184.6,8.22,2.131,201.84,1040.94,60.3,2,1
21.36,10.76,0.168,0.351,3482.0,495.1,10.54,1.911,106.46,310.49,62.3,11,0
0.95,6.66,0.963,0.758,3647.5,431.1,2.81,0.931,2.14,9.16,61.9,12,0
60.53,6.75,0.492,0.621,3260.6,220.0,9.81,0.182,180.14,668.73,70.9,1,0
39.04,8.02,0.661,0.314,480.2,499.8,13.23,0.1,76.01,244.33,69.5,1,0
102.03,4.95,0.7,0.336,3479.6,257.5,2.09,1.118,217.98,1122.12,77.7,5,0
98.14,7.94,0.592,0.542,3626.7,84.4,1.91,1.312,392.12,1931.15,54.7,4,1
24.0,1.01,0.285,0.477,4967.5,278.4,4.56,3.46,36.41,166.92,79.1,5,0
18.92,1.12,0.78,0.362,3469.9,113.9,2.43,1.07,87.32,304.79,51.1,6,0
56.41,5.76,0.823,0.827,3437.3,318.5,1.66,0.66,209.62,609.12,62.9,1,0
5.06,6.82,0.598,0.533,2578.9,468.8,10.17,1.24,15.39,62.53,75.1,2,0
50.56,10.71,0.54,0.689,4340.9,393.3,3.21,0.544,134.48,708.52,84.3,2,1
66.81,1.7,0.203,0.27,4984.2,137.3,10.01,0.192,129.75,558.26,88.6,5,0
82.94,9.96,0.176,0.58,3897.4,149.1,12.93,0.24,391.94,2304.84,51.8,12,1
36.49,2.92,0.406,0.386,3066.4,35.6,9.78,0.769,145.73,300.45,76.9,10,0
32.87,5.03,0.38,0.574,404.0,143.6,1.79,0.1,88.01,527.47,67.7,9,0
9.27,4.14,0.958,0.803,3636.4,47.2,8.6,0.497,16.21,77.24,84.7,7,0
11.06,5.1,0.805,0.792,3545.7,250.2,5.9,3.098,29.2,155.63,64.2,10,0
32.07,2.23,0.694,0.419,3880.1,354.5,5.15,0.535,68.84,229.9,87.2,4,0
52.86,6.29,0.566,0.725,631.5,375.8,4.78,0.235,224.75,906.49,80.1,5,0
71.98,9.72,0.251,0.947,3272.1,30.7,13.94,5.955,289.24,1500.57,89.5,11,1
11.89,5.58,0.981,0.663,1485.7,170.6,11.14,1.948,38.56,194.45,99.2,7,0
92.24,6.14,0.438,0.234,3803.8,144.8,2.01,0.124,424.36,1415.74,95.4,10,0
30.51,10.26,0.196,0.712,1209.5,53.0,7.14,0.129,65.06,214.55,79.7,9,1
39.25,8.62,0.544,0.194,3423.1,181.9,4.77,1.894,120.97,562.66,94.7,12,0
13.85,6.14,0.887,0.885,1482.0,150.4,14.67,1.554,55.21,316.62,57.7,10,0
44.85,3.46,0.899,0.565,54.9,317.6,14.67,0.142,77.92,292.58,52.2,7,0
70.94,10.68,0.11,0.447,3170.5,441.8,4.79,0.508,198.95,678.76,76.7,11,1
65.79,7.14,0.898,0.151,575.2,228.0,5.28,5.291,230.32,1284.88,98.7,2,0
30.15,3.04,0.344,0.443,3299.9,373.6,8.99,1.697,83.94,397.23,85.5,4,0
42.34,3.59,0.135,0.913,4628.8,73.9,7.19,1.161,134.69,478.55,65.3,10,1
58.06,9.74,0.863,0.119,4846.5,447.6,3.2,0.576,210.66,469.58,83.4,4,0
14.69,1.01,0.877,0.527,1187.3,77.1,9.91,0.287,40.97,200.19,52.0,11,0
21.48,11.91,0.637,0.938,4048.2,96.9,5.01,1.03,40.2,137.13,73.5,9,1
67.8,2.0,0.617,0.455,1774.2,54.1,9.81,5.112,134.79,307.62,61.9,8,0
3.9,9.65,0.832,0.485,4503.3,155.5,5.76,0.1,13.04,58.03,52.5,6,0
50.27,5.04,0.808,0.621,3939.6,276.7,10.5,9.416,106.16,349.48,62.5,8,0
7.48,6.16,0.901,0.517,378.9,494.0,10.02,0.466,34.52,115.77,86.1,7,0
56.33,10.63,0.597,0.252,2041.6,396.9,7.63,1.051,248.94,975.01,77.6,8,0
38.75,5.25,0.971,0.117,1693.2,190.8,10.57,0.1,105.47,513.63,51.2,7,0
16.53,6.68,0.997,0.649,3928.1,288.3,6.91,1.758,72.87,226.28,70.5,2,0
80.77,1.07,0.205,0.929,2057.3,312.0,1.74,1.322,271.87,631.77,87.6,11,0
14.29,0.53,0.865,0.196,3426.1,411.5,2.73,2.197,29.39,108.67,97.7,12,0
11.64,3.32,0.55,0.29,3016.2,368.5,3.69,1.565,42.49,94.31,93.7,6,0
47.02,8.33,0.449,0.433,4878.4,285.1,0.95,1.016,182.35,873.27,50.1,4,0
80.2,1.89,0.652,0.828,4689.5,334.9,10.67,2.677,143.85,839.66,60.9,4,0
4.45,1.81,0.15,0.342,2144.2,373.2,5.51,0.1,11.56,53.59,60.4,10,0
42.16,5.23,0.556,0.894,3620.7,67.4,1.4,1.558,64.03,198.6,70.7,6,0
55.01,7.95,0.884,0.149,4149.0,101.0,12.3,0.242,143.43,391.12,82.3,8,0
64.26,8.69,0.292,0.947,4495.4,344.6,10.25,1.145,171.83,503.66,57.7,5,0
46.18,2.55,0.484,0.605,350.0,425.4,6.78,3.132,171.11,493.91,95.8,3,0
27.15,1.42,0.946,0.693,1517.4,205.2,3.71,0.307,59.65,194.17,88.9,12,0
11.03,11.31,0.486,0.431,1607.9,490.0,2.28,5.492,17.71,42.32,71.0,1,0
43.02,3.5,0.423,0.804,2177.9,108.8,6.88,4.388,112.04,625.52,79.2,5,0
2.48,10.31,0.496,0.25,854.6,208.9,13.28,1.072,10.87,60.2,77.1,3,0
62.25,10.43,0.568,0.144,2486.1,189.9,2.83,0.1,180.33,804.45,79.1,3,0
55.28,9.38,0.669,0.456,3319.4,465.2,8.53,3.119,163.23,366.89,93.0,4,0
71.64,2.44,0.821,0.868,2491.8,143.4,14.43,4.256,225.06,1173.9,60.0,9,0
42.7,9.95,0.507,0.779,3332.3,235.9,9.56,0.384,176.42,396.43,84.2,4,0
4.66,9.35,0.836,0.565,341.5,94.4,6.6,4.958,14.82,35.94,55.4,5,0
61.67,7.36,0.58,0.615,4381.2,261.1,10.75,4.909,112.21,370.42,73.0,10,1
112.01,4.38,0.405,0.217,4696.0,428.8,12.37,1.275,248.94,927.51,81.8,5,0
40.73,3.52,0.692,0.857,3093.4,152.7,8.86,3.199,87.88,300.15,50.6,1,0
14.52,1.9,0.746,0.808,4408.1,405.6,13.08,1.177,47.59,126.63,55.4,7,0
33.6,6.36,0.602,0.691,665.9,455.7,7.72,1.66,53.92,132.02,54.6,2,0
88.12,7.23,0.151,0.52,3989.3,37.4,12.45,0.771,219.65,1194.41,68.7,6,1
17.39,4.63,0.253,0.968,604.5,378.5,14.28,0.347,63.05,217.68,81.1,11,0
12.03,5.97,0.357,0.891,2046.0,128.4,7.52,2.745,32.97,94.78,99.8,4,0
23.1,4.68,0.354,0.68,1625.9,88.5,9.08,0.1,91.88,362.76,62.7,5,0
6.63,7.87,0.706,0.435,2932.1,301.0,9.14,1.733,19.03,40.87,56.8,12,0
44.29,10.86,0.117,0.656,1514.6,353.1,11.72,4.0,218.25,960.55,70.7,5,0
96.86,2.39,0.78,0.618,3190.2,198.0,12.34,0.5,472.57,1414.87,57.3,4,0
51.31,4.89,0.339,0.455,1843.3,20.5,0.41,0.81,220.59,969.03,51.2,2,0
31.17,2.12,0.379,0.376,4305.3,454.4,11.0,1.771,150.86,672.32,78.2,12,0
29.79,7.69,0.575,0.466,3173.1,365.6,11.76,0.567,66.03,345.79,94.0,8,0
14.71,8.88,0.294,0.617,1084.3,136.6,10.51,3.761,60.73,177.32,93.0,1,0
70.91,11.22,0.896,0.485,1687.3,248.9,10.71,0.913,186.19,717.56,55.0,9,1
37.28,3.71,0.177,0.337,4238.6,14.9,0.62,1.743,150.54,880.28,57.4,6,0
33.68,11.43,0.5,0.785,1938.5,170.3,6.63,0.513,94.6,464.36,74.6,4,0
151.76,1.23,0.864,0.578,2683.6,261.7,12.27,0.1,381.37,2250.58,68.4,6,0
50.46,7.43,0.654,0.161,3248.2,259.1,14.01,0.382,245.01,1398.85,85.2,11,0
13.69,1.16,0.363,0.431,1745.6,104.9,3.44,0.1,30.59,135.89,74.7,9,0
25.08,10.78,0.479,0.896,1477.0,388.6,8.69,1.264,104.2,318.4,51.0,12,0
80.2,6.59,0.736,0.78,2381.5,150.1,12.06,1.767,309.66,1556.89,64.2,12,0
